164682	POR_214_TP3	0	0	0	0	0	0	0	0	0	0	0.8481411941419452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164744	POR_353_TP2	0	0	0	0	0	0	0	0	0	0	0.8478748877581562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164681	POR_214_TP2	0	0	0	0	0	0	0	0	0	0	0.8468326212149359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164779	POR_384_TP2	0	0	0	0	0	0	0	0	0	0	0.8453053300388281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164702	POR_240_TP4	0	0	0	0	0	0	0	0	0	0	0.8436565337973789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164725	POR_266_TP2	0	0	0	0	0	0	0	0	0	0	0.8333910234221761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164813	POR_75_TP3	0	0	0	0	0	0	0	0	0	0	0	0	0.958587832885414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164814	POR_75_TP4	0	0	0	0	0	0	0	0	0	0	0	0	0.9545285682442975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164811	POR_75_TP1	0	0	0	0	0	0	0	0	0	0	0	0	0.9119964132453724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164810	POR_74_TP4	0	0	0	0	0	0	0	0	0	0	0	0	0.9094228841472146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164809	POR_74_TP3	0	0	0	0	0	0	0	0	0	0	0	0	0.901098901098901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164808	POR_74_TP2	0	0	0	0	0	0	0	0	0	0	0	0	0.8987217305801377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164812	POR_75_TP2	0	0	0	0	0	0	0	0	0	0	0	0	0.8968577596545935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164807	POR_74_TP1	0	0	0	0	0	0	0	0	0	0	0	0	0.8816139521135087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164766	POR_367_TP3	0	0	0	0	0	0	0	0	0	0	0	0	0.85901547901269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164767	POR_367_TP4	0	0	0	0	0	0	0	0	0	0	0	0	0.8455827765404603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164852	T1-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6669164481079055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164855	T1-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5894689870593485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2362784471218206	0	0	0	0	0
164858	T1-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5481481481481482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164857	T1-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5428637627432807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27803521779425394	0	0	0	0	0	0	0	0	0	0	0	0
164856	T1-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5406030247567671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2987188132164531	0	0	0	0	0	0	0	0	0	0	0	0
164851	T1-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5104602510460251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.300836820083682	0	0	0	0	0	0	0	0	0	0
164841	P1-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8971050269299821	0	0	0	0	0	0	0	0	0	0	0	0	0
164843	P1-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018931224538701174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8697979071810847	0	0	0	0	0	0	0	0	0	0	0	0	0
164846	P1-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8036250288616947	0	0	0	0	0	0	0	0	0	0	0	0	0
164844	P1-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08935152903675665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7487797589401335	0	0	0	0	0	0	0	0	0	0	0	0	0
164842	P1-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1732020238525479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6645283700758945	0	0	0	0	0	0	0	0	0	0	0	0	0
164687	POR_216_TP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8219026548672567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164764	POR_367_TP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8205196182396606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01184164015553199
164685	POR_216_TP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8178965386078356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164686	POR_216_TP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8173984407057858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164752	POR_355_TP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8029974364030763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164684	POR_216_TP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7946820411324327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164579	POC_366_TP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8191056910569106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164577	POC_366_TP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8001016432322547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164578	POC_366_TP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7890009454774661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164580	POC_366_TP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777351024208566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164642	POC_47_TP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.686683347233806	0	0	0	0	0.10745065332221296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164848	P1-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.862256950754134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164847	P1-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8475881637616539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022294284556141058	0	0	0	0	0	0.0027023375219564923	0	0	0	0	0	0	0
164845	P1-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8245696217355662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041691064527462234	0	0	0	0
164570	POC_358_TP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7926777801223887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164601	POC_377_TP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7521739130434782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164624	POC_40_TP4	0	0	0	0	0	0	0	0	0	0	0	0.019566526189042744	0	0	0	0	0	0.7248645394340759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164566	POC_346_TP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6586586586586587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164717	POR_260_TP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8865966491622906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164719	POR_260_TP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8813753077734787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164718	POR_260_TP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8812186978297162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164720	POR_260_TP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8651579443658651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164765	POR_367_TP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8026940422501779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164805	POR_73_TP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7326055312954877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164804	POR_73_TP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7173729706936539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164862	T2-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8836477987421384	0	0	0	0	0	0	0	0	0	0	0
164859	T2-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1376770538243626	0	0	0	0	0	0.735070821529745	0	0	0	0	0	0	0	0	0	0	0
164490	ACR_351_TP1	0	0	0.9805565375486087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164491	ACR_351_TP2	0	0	0.9555701286990738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02000163947864579	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164703	POR_242_TP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6686369958275382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164853	T1-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17150063051702397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04203446826397646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5960487599831862	0	0	0	0	0	0	0	0	0
164731	POR_340_TP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9267745181515598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164754	POR_357_TP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7612012359984551	0	0	0	0	0	0	0	0	0	0	0	0	0.013711857860177675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164838	POR_83_TP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7533016376122557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164863	T2-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013352408202193609	0	0.15402956604673343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7143538388173581	0	0	0	0	0	0
164788	POR_69_TP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8110490743461651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164711	POR_251_TP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4957034540859309	0	0	0	0	0	0	0	0	0.17371524852569503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164787	POR_69_TP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9595098561534363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164756	POR_357_TP4	0	0	0	0.27432759141734664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6806436990027198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164854	T1-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3617021276595745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49121184088806663	0	0	0
164806	POR_73_TP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7107689840429797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164823	POR_79_TP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8024448810303427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164868	NTC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164867	NTC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164866	NTC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164865	NTC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164864	NTC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164861	T2-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164860	T2-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164803	POR_73_TP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sequence accession / SymPortal UID			1847/883-1480-1474	883-1847-59904	517-14272-714-560550	211/2-1-82-212-4-83-93-213	106-1-2-109-4-108	517-518-519-522-534	106-1-2-108-4-112-5-117	2/211-1-82-4-214-212-20-32	106-1-2-4-108-5-117-20-32-118	517-520-518-519	32-358	517-253513-14272-714-560550	32/1330-20866-335601-66044	517-4073	83/1-82-2-4-20-32-214	82-4-1-2-15-20-32	106/211-1-2-82-4	517-11253-611	517-1574-523	106	82-4-1-2-15-20-95	517-632	517-14272-714	517-632-1584	517-1593-10391	5325	517-714	2-4-308	517-611-1574	517-869	2-82-83-517	517-518-519	517-5367-14272	26-30-28	632-32963-32961-6114	517-1574-523-611	106-1	1584-32	2-4-1103-308-1-1112-1108-1123	517-14272	1254	853-10613-1692	853-1752-933-788235-46472-151576-1147949	853-854-2582-1730-1768-2587-944-1759	853-854-1730-933-855	854-853	853-854-855	853	854	853-854-933-1730-2308	853-854-2582-2587-1768-2597-944-2594-1759	853-933-1752-788235-46472-151576-1148512	853-854-855-2308	853-854-933-1752-10403	853-2582-944-1759	34945-34947-33556-483626-34950
Average defining sequence proportions and [stdev]		0.597[0.068]/0.403[0.068]	0.571[0.102]/0.408[0.094]-0.011[0.007]-0.010[0.004]	0.538[0.034]-0.444[0.041]-0.018[0.007]	0.927[0.027]-0.032[0.018]-0.026[0.005]-0.015[0.008]	0.423[0.116]/0.144[0.044]-0.131[0.030]-0.087[0.024]-0.062[0.011]-0.051[0.015]-0.037[0.006]-0.033[0.006]-0.032[0.007]	0.558[0.044]-0.256[0.022]-0.089[0.020]-0.042[0.007]-0.029[0.008]-0.026[0.008]	0.823[0.022]-0.078[0.011]-0.053[0.008]-0.031[0.006]-0.015[0.007]	0.484[0.071]-0.260[0.022]-0.126[0.029]-0.042[0.018]-0.039[0.008]-0.025[0.013]-0.014[0.004]-0.010[0.003]	0.223[0.035]/0.222[0.107]-0.177[0.033]-0.128[0.034]-0.086[0.018]-0.044[0.011]-0.043[0.017]-0.042[0.008]-0.034[0.006]	0.500[0.063]-0.201[0.040]-0.152[0.039]-0.046[0.014]-0.038[0.012]-0.016[0.005]-0.014[0.004]-0.012[0.004]-0.011[0.004]-0.010[0.004]	0.836[0.007]-0.060[0.010]-0.058[0.007]-0.046[0.007]	0.672[0.078]-0.328[0.078]	0.852[0.069]-0.047[0.033]-0.034[0.017]-0.033[0.015]-0.033[0.016]	0.446[0.154]-0.227[0.099]/0.127[0.099]-0.110[0.085]-0.090[0.059]	0.965[0.011]-0.035[0.011]	0.318[0.105]-0.179[0.028]-0.151[0.027]/0.151[0.043]-0.080[0.009]-0.061[0.007]-0.031[0.004]-0.029[0.005]	0.552[0.030]-0.178[0.005]-0.124[0.018]-0.097[0.008]-0.025[0.004]-0.012[0.005]-0.012[0.005]	0.249[0.116]/0.239[0.186]-0.216[0.045]-0.158[0.023]-0.075[0.041]-0.062[0.029]	0.930[0.012]-0.036[0.007]-0.034[0.005]	0.961[0.002]-0.020[0.004]-0.019[0.002]	1.000[0.000]	0.525[nan]-0.166[nan]-0.133[nan]-0.107[nan]-0.050[nan]-0.012[nan]-0.007[nan]	0.664[nan]-0.336[nan]	0.961[nan]-0.020[nan]-0.019[nan]	0.776[nan]-0.203[nan]-0.020[nan]	0.868[nan]-0.088[nan]-0.044[nan]	1.000[nan]	0.965[nan]-0.035[nan]	0.667[nan]-0.198[nan]-0.135[nan]	0.953[nan]-0.026[nan]-0.021[nan]	0.794[nan]-0.206[nan]	0.750[nan]-0.140[nan]-0.060[nan]-0.050[nan]	0.951[nan]-0.030[nan]-0.020[nan]	0.975[nan]-0.017[nan]-0.008[nan]	0.713[nan]-0.246[nan]-0.041[nan]	0.577[nan]-0.216[nan]-0.176[nan]-0.031[nan]	0.952[nan]-0.019[nan]-0.017[nan]-0.012[nan]	0.599[nan]-0.401[nan]	0.943[nan]-0.057[nan]	0.780[nan]-0.077[nan]-0.052[nan]-0.038[nan]-0.021[nan]-0.017[nan]-0.011[nan]-0.005[nan]	0.814[nan]-0.186[nan]	1.000[nan]	0.734[0.025]-0.219[0.021]-0.047[0.010]	0.274[0.058]-0.199[0.010]-0.190[0.014]-0.132[0.032]-0.130[0.007]-0.052[0.003]-0.023[0.005]	0.624[0.049]-0.245[0.023]-0.041[0.010]-0.028[0.006]-0.027[0.003]-0.016[0.005]-0.014[0.005]-0.006[0.003]	0.613[0.026]-0.254[0.054]-0.055[0.021]-0.052[0.009]-0.026[0.003]	0.563[nan]-0.437[nan]	0.853[nan]-0.135[nan]-0.011[nan]	1.000[nan]	1.000[nan]	0.677[nan]-0.195[nan]-0.086[nan]-0.023[nan]-0.020[nan]	0.576[nan]-0.338[nan]-0.025[nan]-0.024[nan]-0.009[nan]-0.008[nan]-0.007[nan]-0.007[nan]-0.006[nan]	0.390[nan]-0.213[nan]-0.126[nan]-0.112[nan]-0.079[nan]-0.059[nan]-0.020[nan]	0.640[nan]-0.333[nan]-0.014[nan]-0.013[nan]	0.404[nan]-0.243[nan]-0.216[nan]-0.072[nan]-0.066[nan]	0.740[nan]-0.135[nan]-0.099[nan]-0.027[nan]	0.358[nan]-0.254[nan]-0.142[nan]-0.134[nan]-0.112[nan]
